year,state,month,number,date
2005,Maranhao,oct,6.472,1/1/05
2006,Maranhao,oct,3.024,1/1/06
2007,Maranhao,oct,4.772,1/1/07
2008,Maranhao,oct,3.498,1/1/08
2009,Maranhao,oct,1.861,1/1/09
2010,Maranhao,oct,3.228,1/1/10
2011,Maranhao,oct,2.404,1/1/11
2012,Maranhao,oct,5,1/1/12
2013,Maranhao,oct,2.918,1/1/13
2014,Maranhao,oct,5.812,1/1/14
2015,Maranhao,oct,6.746,1/1/15
2016,Maranhao,oct,5.351,1/1/16
2017,Maranhao,oct,6.011,1/1/17
1998,Maranhao,nov,2.237,1/1/98
1999,Maranhao,nov,1.494,1/1/99
2000,Maranhao,nov,2.267,1/1/00
2001,Maranhao,nov,3.525,1/1/01
2002,Maranhao,nov,5.83,1/1/02
2003,Maranhao,nov,4.929,1/1/03
2004,Maranhao,nov,6.398,1/1/04
2005,Maranhao,nov,4.769,1/1/05
2006,Maranhao,nov,2.004,1/1/06
2007,Maranhao,nov,2.297,1/1/07
2008,Maranhao,nov,2.331,1/1/08
2009,Maranhao,nov,5,1/1/09
2010,Maranhao,nov,4.005,1/1/10
2011,Maranhao,nov,2.261,1/1/11
2012,Maranhao,nov,2.01,1/1/12
2013,Maranhao,nov,2.529,1/1/13
2014,Maranhao,nov,3.869,1/1/14
2015,Maranhao,nov,4.35,1/1/15
2016,Maranhao,nov,3.982,1/1/16
2017,Maranhao,nov,2.3,1/1/17
1998,Maranhao,dec,1.399,1/1/98
1999,Maranhao,dec,1.001,1/1/99
2000,Maranhao,dec,1.461,1/1/00
2001,Maranhao,dec,1.296,1/1/01
2002,Maranhao,dec,2.165,1/1/02
2003,Maranhao,dec,2.424,1/1/03
2004,Maranhao,dec,3.255,1/1/04
2005,Maranhao,dec,1.66,1/1/05
2006,Maranhao,dec,1.052,1/1/06
2007,Maranhao,dec,800,1/1/07
2008,Maranhao,dec,1.101,1/1/08
2009,Maranhao,dec,1.768,1/1/09
2010,Maranhao,dec,1.803,1/1/10
2011,Maranhao,dec,1.629,1/1/11
2012,Maranhao,dec,1.296,1/1/12
2013,Maranhao,dec,2.692,1/1/13
2014,Maranhao,dec,2.4,1/1/14
2015,Maranhao,dec,3.706,1/1/15
2016,Maranhao,dec,1.577,1/1/16
1998,Mato Grosso,jan,0,1/1/98
1999,Mato Grosso,jan,39,1/1/99
2000,Mato Grosso,jan,44,1/1/00
2001,Mato Grosso,jan,44,1/1/01
2002,Mato Grosso,jan,172,1/1/02
2003,Mato Grosso,jan,896,1/1/03
2004,Mato Grosso,jan,301,1/1/04
2005,Mato Grosso,jan,438,1/1/05
2006,Mato Grosso,jan,947,1/1/06
2007,Mato Grosso,jan,476,1/1/07
2008,Mato Grosso,jan,245,1/1/08
2009,Mato Grosso,jan,527,1/1/09
2010,Mato Grosso,jan,298,1/1/10
2011,Mato Grosso,jan,171,1/1/11
2012,Mato Grosso,jan,166,1/1/12
2013,Mato Grosso,jan,269,1/1/13
2014,Mato Grosso,jan,315,1/1/14
2015,Mato Grosso,jan,960,1/1/15
2016,Mato Grosso,jan,374,1/1/16
2017,Mato Grosso,jan,482,1/1/17
1998,Mato Grosso,feb,0,1/1/98
1999,Mato Grosso,feb,28,1/1/99
2000,Mato Grosso,feb,35,1/1/00
2001,Mato Grosso,feb,54,1/1/01
2002,Mato Grosso,feb,22,1/1/02
2003,Mato Grosso,feb,592,1/1/03
2004,Mato Grosso,feb,272,1/1/04
2005,Mato Grosso,feb,871,1/1/05
2006,Mato Grosso,feb,383,1/1/06
2007,Mato Grosso,feb,213,1/1/07
2008,Mato Grosso,feb,180,1/1/08
2009,Mato Grosso,feb,248,1/1/09
2010,Mato Grosso,feb,431,1/1/10
2011,Mato Grosso,feb,119,1/1/11
2012,Mato Grosso,feb,193,1/1/12
2013,Mato Grosso,feb,375,1/1/13
2014,Mato Grosso,feb,199,1/1/14
2015,Mato Grosso,feb,542,1/1/15
2016,Mato Grosso,feb,1.05,1/1/16
2017,Mato Grosso,feb,337,1/1/17
1998,Mato Grosso,mar,0,1/1/98
1999,Mato Grosso,mar,18,1/1/99
2000,Mato Grosso,mar,60,1/1/00
2001,Mato Grosso,mar,24,1/1/01
2002,Mato Grosso,mar,103,1/1/02
2003,Mato Grosso,mar,554,1/1/03
2004,Mato Grosso,mar,743,1/1/04
2005,Mato Grosso,mar,362,1/1/05
2006,Mato Grosso,mar,448,1/1/06
2007,Mato Grosso,mar,476,1/1/07
2008,Mato Grosso,mar,180,1/1/08
2009,Mato Grosso,mar,325,1/1/09
2010,Mato Grosso,mar,605,1/1/10
2011,Mato Grosso,mar,252,1/1/11
2012,Mato Grosso,mar,423,1/1/12
2013,Mato Grosso,mar,563,1/1/13
2014,Mato Grosso,mar,655,1/1/14
2015,Mato Grosso,mar,705,1/1/15
2016,Mato Grosso,mar,1.085,1/1/16
2017,Mato Grosso,mar,719,1/1/17
1998,Mato Grosso,apr,0,1/1/98
1999,Mato Grosso,apr,76,1/1/99
2000,Mato Grosso,apr,59,1/1/00
2001,Mato Grosso,apr,309,1/1/01
2002,Mato Grosso,apr,641,1/1/02
2003,Mato Grosso,apr,903,1/1/03
2004,Mato Grosso,apr,441,1/1/04
2005,Mato Grosso,apr,372,1/1/05
2006,Mato Grosso,apr,161,1/1/06
2007,Mato Grosso,apr,79,1/1/07
2008,Mato Grosso,apr,274,1/1/08
2009,Mato Grosso,apr,169,1/1/09
2010,Mato Grosso,apr,769,1/1/10
2011,Mato Grosso,apr,345,1/1/11
2012,Mato Grosso,apr,521,1/1/12
2013,Mato Grosso,apr,338,1/1/13
2014,Mato Grosso,apr,859,1/1/14
2015,Mato Grosso,apr,947,1/1/15
2016,Mato Grosso,apr,1.77,1/1/16
2017,Mato Grosso,apr,606,1/1/17
1998,Mato Grosso,may,0,1/1/98
1999,Mato Grosso,may,731,1/1/99
2000,Mato Grosso,may,1.194,1/1/00
2001,Mato Grosso,may,1.193,1/1/01
2002,Mato Grosso,may,2.528,1/1/02
2003,Mato Grosso,may,942,1/1/03
2004,Mato Grosso,may,2.413,1/1/04
2005,Mato Grosso,may,1.641,1/1/05
2006,Mato Grosso,may,269,1/1/06
2007,Mato Grosso,may,359,1/1/07
2008,Mato Grosso,may,119,1/1/08
2009,Mato Grosso,may,516,1/1/09
2010,Mato Grosso,may,1.313,1/1/10
2011,Mato Grosso,may,547,1/1/11
2012,Mato Grosso,may,812,1/1/12
2013,Mato Grosso,may,739,1/1/13
2014,Mato Grosso,may,933,1/1/14
2015,Mato Grosso,may,541,1/1/15
2016,Mato Grosso,may,1.081,1/1/16
2017,Mato Grosso,may,845,1/1/17
1998,Mato Grosso,jun,2.201,1/1/98
1999,Mato Grosso,jun,2.201,1/1/99
2000,Mato Grosso,jun,4.358,1/1/00
2001,Mato Grosso,jun,6.665,1/1/01
2002,Mato Grosso,jun,7.878,1/1/02
2003,Mato Grosso,jun,4.313,1/1/03
2004,Mato Grosso,jun,9.813,1/1/04
2005,Mato Grosso,jun,2.294,1/1/05
2006,Mato Grosso,jun,856,1/1/06
2007,Mato Grosso,jun,1.339,1/1/07
2008,Mato Grosso,jun,403,1/1/08
2009,Mato Grosso,jun,979,1/1/09
2010,Mato Grosso,jun,1.025,1/1/10
2011,Mato Grosso,jun,974,1/1/11
2012,Mato Grosso,jun,1.651,1/1/12
2013,Mato Grosso,jun,1.213,1/1/13
2014,Mato Grosso,jun,1.795,1/1/14
2015,Mato Grosso,jun,1.402,1/1/15
2016,Mato Grosso,jun,1.417,1/1/16
2017,Mato Grosso,jun,2.041,1/1/17
1998,Mato Grosso,jul,3.712,1/1/98
1999,Mato Grosso,jul,3.926,1/1/99
2000,Mato Grosso,jul,1.338,1/1/00
2001,Mato Grosso,jul,1.555,1/1/01
2002,Mato Grosso,jul,5.661,1/1/02
2003,Mato Grosso,jul,5.435,1/1/03
2004,Mato Grosso,jul,11.517,1/1/04
2005,Mato Grosso,jul,4.172,1/1/05
2006,Mato Grosso,jul,1.941,1/1/06
2007,Mato Grosso,jul,1.79,1/1/07
2008,Mato Grosso,jul,1.117,1/1/08
2009,Mato Grosso,jul,1.613,1/1/09
2010,Mato Grosso,jul,3.442,1/1/10
2011,Mato Grosso,jul,1.061,1/1/11
2012,Mato Grosso,jul,2.008,1/1/12
2013,Mato Grosso,jul,1.63,1/1/13
2014,Mato Grosso,jul,2.255,1/1/14
2015,Mato Grosso,jul,1.533,1/1/15
2016,Mato Grosso,jul,3.495,1/1/16
2017,Mato Grosso,jul,2.79,1/1/17
1998,Mato Grosso,aug,15.406,1/1/98
1999,Mato Grosso,aug,18.566,1/1/99
2000,Mato Grosso,aug,6.063,1/1/00
2001,Mato Grosso,aug,7.762,1/1/01
2002,Mato Grosso,aug,14.086,1/1/02
2003,Mato Grosso,aug,11.132,1/1/03
2004,Mato Grosso,aug,13.603,1/1/04
2005,Mato Grosso,aug,11.57,1/1/05
2006,Mato Grosso,aug,6.218,1/1/06
2007,Mato Grosso,aug,14.453,1/1/07
2008,Mato Grosso,aug,2.875,1/1/08
2009,Mato Grosso,aug,2.25,1/1/09
2010,Mato Grosso,aug,14.608,1/1/10
2011,Mato Grosso,aug,2.628,1/1/11
2012,Mato Grosso,aug,6.195,1/1/12
2013,Mato Grosso,aug,3.568,1/1/13
2014,Mato Grosso,aug,7.167,1/1/14
2015,Mato Grosso,aug,5.112,1/1/15
2016,Mato Grosso,aug,6.228,1/1/16
2017,Mato Grosso,aug,6.229,1/1/17
1998,Mato Grosso,sep,10.363,1/1/98
1999,Mato Grosso,sep,11.729,1/1/99
2000,Mato Grosso,sep,6.251,1/1/00
2001,Mato Grosso,sep,8.49,1/1/01
2002,Mato Grosso,sep,11.034,1/1/02
2003,Mato Grosso,sep,15.79,1/1/03
2004,Mato Grosso,sep,24.994,1/1/04
2005,Mato Grosso,sep,20.551,1/1/05
2006,Mato Grosso,sep,12.661,1/1/06
2007,Mato Grosso,sep,25.963,1/1/07
2008,Mato Grosso,sep,7.965,1/1/08
2009,Mato Grosso,sep,3.129,1/1/09
2010,Mato Grosso,sep,18.366,1/1/10
2011,Mato Grosso,sep,6.332,1/1/11
2012,Mato Grosso,sep,10.344,1/1/12
2013,Mato Grosso,sep,5.576,1/1/13
2014,Mato Grosso,sep,7.081,1/1/14
2015,Mato Grosso,sep,11.068,1/1/15
2016,Mato Grosso,sep,8.98,1/1/16
2017,Mato Grosso,sep,23.945,1/1/17
1998,Mato Grosso,oct,2.707,1/1/98
1999,Mato Grosso,oct,6.109,1/1/99
2000,Mato Grosso,oct,6.062,1/1/00
2001,Mato Grosso,oct,6.543,1/1/01
2002,Mato Grosso,oct,9.375,1/1/02
2003,Mato Grosso,oct,5.341,1/1/03
2004,Mato Grosso,oct,9.295,1/1/04
2005,Mato Grosso,oct,7.765,1/1/05
2006,Mato Grosso,oct,2.327,1/1/06
2007,Mato Grosso,oct,4.89,1/1/07
2008,Mato Grosso,oct,6.326,1/1/08
2009,Mato Grosso,oct,2.579,1/1/09
2010,Mato Grosso,oct,4.465,1/1/10
2011,Mato Grosso,oct,2.01,1/1/11
2012,Mato Grosso,oct,2.837,1/1/12
2013,Mato Grosso,oct,1.986,1/1/13
2014,Mato Grosso,oct,5.281,1/1/14
2015,Mato Grosso,oct,6.49,1/1/15
2016,Mato Grosso,oct,2.749,1/1/16
2017,Mato Grosso,oct,4.8,1/1/17
1998,Mato Grosso,nov,182,1/1/98
1999,Mato Grosso,nov,842,1/1/99
2000,Mato Grosso,nov,502,1/1/00
2001,Mato Grosso,nov,373,1/1/01
2002,Mato Grosso,nov,2.905,1/1/02
2003,Mato Grosso,nov,2.097,1/1/03
2004,Mato Grosso,nov,2.405,1/1/04
2005,Mato Grosso,nov,1.368,1/1/05
2006,Mato Grosso,nov,1.031,1/1/06
2007,Mato Grosso,nov,299,1/1/07
2008,Mato Grosso,nov,190,1/1/08
2009,Mato Grosso,nov,588,1/1/09
2010,Mato Grosso,nov,768,1/1/10
2011,Mato Grosso,nov,1.103,1/1/11
2012,Mato Grosso,nov,375,1/1/12
2013,Mato Grosso,nov,1.064,1/1/13
2014,Mato Grosso,nov,1.018,1/1/14
2015,Mato Grosso,nov,1.93,1/1/15
2016,Mato Grosso,nov,918,1/1/16
2017,Mato Grosso,nov,813,1/1/17
1998,Mato Grosso,dec,76,1/1/98
1999,Mato Grosso,dec,47,1/1/99
2000,Mato Grosso,dec,98,1/1/00
2001,Mato Grosso,dec,37,1/1/01
2002,Mato Grosso,dec,1.157,1/1/02
2003,Mato Grosso,dec,1.622,1/1/03
2004,Mato Grosso,dec,1.217,1/1/04
2005,Mato Grosso,dec,246,1/1/05
2006,Mato Grosso,dec,23,1/1/06
2007,Mato Grosso,dec,81,1/1/07
2008,Mato Grosso,dec,159,1/1/08
2009,Mato Grosso,dec,171,1/1/09
2010,Mato Grosso,dec,846,1/1/10
2011,Mato Grosso,dec,431,1/1/11
2012,Mato Grosso,dec,492,1/1/12
2013,Mato Grosso,dec,447,1/1/13
2014,Mato Grosso,dec,466,1/1/14
2015,Mato Grosso,dec,1.777,1/1/15
2016,Mato Grosso,dec,425,1/1/16
1998,Mato Grosso,jan,0,1/1/98
1999,Mato Grosso,jan,239,1/1/99
2000,Mato Grosso,jan,326,1/1/00
2001,Mato Grosso,jan,97,1/1/01
2002,Mato Grosso,jan,304,1/1/02
2003,Mato Grosso,jan,182,1/1/03
2004,Mato Grosso,jan,258,1/1/04
2005,Mato Grosso,jan,59,1/1/05
2006,Mato Grosso,jan,59,1/1/06
2007,Mato Grosso,jan,19,1/1/07
2008,Mato Grosso,jan,63,1/1/08
2009,Mato Grosso,jan,229,1/1/09
2010,Mato Grosso,jan,72,1/1/10
2011,Mato Grosso,jan,129,1/1/11
2012,Mato Grosso,jan,201,1/1/12
2013,Mato Grosso,jan,174,1/1/13
2014,Mato Grosso,jan,197,1/1/14
2015,Mato Grosso,jan,226,1/1/15
2016,Mato Grosso,jan,127,1/1/16
2017,Mato Grosso,jan,355,1/1/17
1998,Mato Grosso,feb,0,1/1/98
1999,Mato Grosso,feb,69,1/1/99
2000,Mato Grosso,feb,81,1/1/00
2001,Mato Grosso,feb,89,1/1/01
2002,Mato Grosso,feb,98,1/1/02
2003,Mato Grosso,feb,108,1/1/03
2004,Mato Grosso,feb,169,1/1/04
2005,Mato Grosso,feb,221,1/1/05
2006,Mato Grosso,feb,104,1/1/06
2007,Mato Grosso,feb,111,1/1/07
2008,Mato Grosso,feb,78,1/1/08
2009,Mato Grosso,feb,164,1/1/09
2010,Mato Grosso,feb,157,1/1/10
2011,Mato Grosso,feb,61,1/1/11
2012,Mato Grosso,feb,112,1/1/12
2013,Mato Grosso,feb,100,1/1/13
2014,Mato Grosso,feb,139,1/1/14
2015,Mato Grosso,feb,148,1/1/15
2016,Mato Grosso,feb,187,1/1/16
2017,Mato Grosso,feb,165,1/1/17
1998,Mato Grosso,mar,0,1/1/98
1999,Mato Grosso,mar,100,1/1/99
2000,Mato Grosso,mar,23,1/1/00
2001,Mato Grosso,mar,39,1/1/01
2002,Mato Grosso,mar,115,1/1/02
2003,Mato Grosso,mar,137,1/1/03
2004,Mato Grosso,mar,225,1/1/04
2005,Mato Grosso,mar,158,1/1/05
2006,Mato Grosso,mar,137,1/1/06
2007,Mato Grosso,mar,137,1/1/07
2008,Mato Grosso,mar,97,1/1/08
2009,Mato Grosso,mar,118,1/1/09
2010,Mato Grosso,mar,149,1/1/10
2011,Mato Grosso,mar,37,1/1/11
2012,Mato Grosso,mar,169,1/1/12
2013,Mato Grosso,mar,158,1/1/13
2014,Mato Grosso,mar,95,1/1/14
2015,Mato Grosso,mar,190,1/1/15
2016,Mato Grosso,mar,143,1/1/16
2017,Mato Grosso,mar,170,1/1/17
1998,Mato Grosso,apr,0,1/1/98
1999,Mato Grosso,apr,97,1/1/99
2000,Mato Grosso,apr,90,1/1/00
2001,Mato Grosso,apr,108,1/1/01
2002,Mato Grosso,apr,230,1/1/02
2003,Mato Grosso,apr,126,1/1/03
2004,Mato Grosso,apr,97,1/1/04
2005,Mato Grosso,apr,126,1/1/05
2006,Mato Grosso,apr,51,1/1/06
2007,Mato Grosso,apr,46,1/1/07
2008,Mato Grosso,apr,72,1/1/08
2009,Mato Grosso,apr,291,1/1/09
2010,Mato Grosso,apr,136,1/1/10
2011,Mato Grosso,apr,23,1/1/11
2012,Mato Grosso,apr,97,1/1/12
2013,Mato Grosso,apr,78,1/1/13
2014,Mato Grosso,apr,129,1/1/14
2015,Mato Grosso,apr,65,1/1/15
2016,Mato Grosso,apr,161,1/1/16
2017,Mato Grosso,apr,59,1/1/17
1998,Mato Grosso,may,0,1/1/98
1999,Mato Grosso,may,206,1/1/99
2000,Mato Grosso,may,127,1/1/00
2001,Mato Grosso,may,112,1/1/01
2002,Mato Grosso,may,88,1/1/02
2003,Mato Grosso,may,74,1/1/03
2004,Mato Grosso,may,25,1/1/04
2005,Mato Grosso,may,328,1/1/05
2006,Mato Grosso,may,99,1/1/06
2007,Mato Grosso,may,62,1/1/07
2008,Mato Grosso,may,34,1/1/08
2009,Mato Grosso,may,927,1/1/09
2010,Mato Grosso,may,105,1/1/10
2011,Mato Grosso,may,81,1/1/11
2012,Mato Grosso,may,157,1/1/12
2013,Mato Grosso,may,72,1/1/13
2014,Mato Grosso,may,70,1/1/14
2015,Mato Grosso,may,58,1/1/15
2016,Mato Grosso,may,97,1/1/16
2017,Mato Grosso,may,72,1/1/17
1998,Mato Grosso,jun,82,1/1/98
1999,Mato Grosso,jun,127,1/1/99
2000,Mato Grosso,jun,157,1/1/00
2001,Mato Grosso,jun,249,1/1/01
2002,Mato Grosso,jun,517,1/1/02
2003,Mato Grosso,jun,170,1/1/03
2004,Mato Grosso,jun,394,1/1/04
2005,Mato Grosso,jun,439,1/1/05
2006,Mato Grosso,jun,89,1/1/06
2007,Mato Grosso,jun,141,1/1/07
2008,Mato Grosso,jun,24,1/1/08
2009,Mato Grosso,jun,376,1/1/09
2010,Mato Grosso,jun,149,1/1/10
2011,Mato Grosso,jun,104,1/1/11
2012,Mato Grosso,jun,96,1/1/12
2013,Mato Grosso,jun,35,1/1/13
2014,Mato Grosso,jun,84,1/1/14
2015,Mato Grosso,jun,299,1/1/15
2016,Mato Grosso,jun,120,1/1/16
2017,Mato Grosso,jun,175,1/1/17
1998,Mato Grosso,jul,360,1/1/98
1999,Mato Grosso,jul,1.297,1/1/99
2000,Mato Grosso,jul,160,1/1/00
2001,Mato Grosso,jul,591,1/1/01
2002,Mato Grosso,jul,935,1/1/02
2003,Mato Grosso,jul,182,1/1/03
2004,Mato Grosso,jul,529,1/1/04
2005,Mato Grosso,jul,859,1/1/05
2006,Mato Grosso,jul,289,1/1/06
2007,Mato Grosso,jul,197,1/1/07
2008,Mato Grosso,jul,116,1/1/08
2009,Mato Grosso,jul,354,1/1/09
2010,Mato Grosso,jul,589,1/1/10
2011,Mato Grosso,jul,250,1/1/11
2012,Mato Grosso,jul,538,1/1/12
2013,Mato Grosso,jul,201,1/1/13
2014,Mato Grosso,jul,193,1/1/14
2015,Mato Grosso,jul,371,1/1/15
2016,Mato Grosso,jul,687,1/1/16
2017,Mato Grosso,jul,1.05,1/1/17
1998,Mato Grosso,aug,228,1/1/98
1999,Mato Grosso,aug,4.355,1/1/99
2000,Mato Grosso,aug,530,1/1/00
2001,Mato Grosso,aug,2.484,1/1/01
2002,Mato Grosso,aug,3.984,1/1/02
2003,Mato Grosso,aug,953,1/1/03
2004,Mato Grosso,aug,1.408,1/1/04
2005,Mato Grosso,aug,4.484,1/1/05
2006,Mato Grosso,aug,1.129,1/1/06
2007,Mato Grosso,aug,1.823,1/1/07
2008,Mato Grosso,aug,456,1/1/08
2009,Mato Grosso,aug,816,1/1/09
2010,Mato Grosso,aug,1.721,1/1/10
2011,Mato Grosso,aug,552,1/1/11
2012,Mato Grosso,aug,2.951,1/1/12
2013,Mato Grosso,aug,677,1/1/13
2014,Mato Grosso,aug,312,1/1/14
2015,Mato Grosso,aug,1.293,1/1/15
2016,Mato Grosso,aug,1.481,1/1/16
2017,Mato Grosso,aug,1.488,1/1/17
1998,Mato Grosso,sep,457,1/1/98
1999,Mato Grosso,sep,2.969,1/1/99
2000,Mato Grosso,sep,510,1/1/00
2001,Mato Grosso,sep,1.383,1/1/01
2002,Mato Grosso,sep,2.252,1/1/02
2003,Mato Grosso,sep,1.124,1/1/03
2004,Mato Grosso,sep,2.511,1/1/04
2005,Mato Grosso,sep,1.87,1/1/05
2006,Mato Grosso,sep,1.078,1/1/06
2007,Mato Grosso,sep,4.446,1/1/07
2008,Mato Grosso,sep,1.62,1/1/08
2009,Mato Grosso,sep,1.146,1/1/09
2010,Mato Grosso,sep,1.505,1/1/10
2011,Mato Grosso,sep,1.072,1/1/11
2012,Mato Grosso,sep,2.264,1/1/12
2013,Mato Grosso,sep,1.074,1/1/13
2014,Mato Grosso,sep,365,1/1/14
2015,Mato Grosso,sep,1.482,1/1/15
2016,Mato Grosso,sep,2.383,1/1/16
2017,Mato Grosso,sep,2.984,1/1/17
1998,Mato Grosso,oct,576,1/1/98
1999,Mato Grosso,oct,2.053,1/1/99
2000,Mato Grosso,oct,657,1/1/00
2001,Mato Grosso,oct,563,1/1/01
2002,Mato Grosso,oct,2.173,1/1/02
2003,Mato Grosso,oct,541,1/1/03
2004,Mato Grosso,oct,960,1/1/04
2005,Mato Grosso,oct,647,1/1/05
2006,Mato Grosso,oct,244,1/1/06
2007,Mato Grosso,oct,668,1/1/07
2008,Mato Grosso,oct,432,1/1/08
2009,Mato Grosso,oct,854,1/1/09
2010,Mato Grosso,oct,597,1/1/10
2011,Mato Grosso,oct,276,1/1/11
2012,Mato Grosso,oct,652,1/1/12
2013,Mato Grosso,oct,378,1/1/13
2014,Mato Grosso,oct,581,1/1/14
2015,Mato Grosso,oct,507,1/1/15
2016,Mato Grosso,oct,1.2,1/1/16
2017,Mato Grosso,oct,685,1/1/17
1998,Mato Grosso,nov,306,1/1/98
1999,Mato Grosso,nov,1.194,1/1/99
2000,Mato Grosso,nov,274,1/1/00
2001,Mato Grosso,nov,220,1/1/01
2002,Mato Grosso,nov,1.47,1/1/02
2003,Mato Grosso,nov,380,1/1/03
2004,Mato Grosso,nov,208,1/1/04
2005,Mato Grosso,nov,159,1/1/05
2006,Mato Grosso,nov,83,1/1/06
2007,Mato Grosso,nov,82,1/1/07
2008,Mato Grosso,nov,50,1/1/08
2009,Mato Grosso,nov,439,1/1/09
2010,Mato Grosso,nov,259,1/1/10
2011,Mato Grosso,nov,445,1/1/11
2012,Mato Grosso,nov,115,1/1/12
2013,Mato Grosso,nov,423,1/1/13
2014,Mato Grosso,nov,190,1/1/14
2015,Mato Grosso,nov,276,1/1/15
2016,Mato Grosso,nov,258,1/1/16
2017,Mato Grosso,nov,133,1/1/17
1998,Mato Grosso,dec,100,1/1/98
1999,Mato Grosso,dec,306,1/1/99
2000,Mato Grosso,dec,139,1/1/00
2001,Mato Grosso,dec,143,1/1/01
2002,Mato Grosso,dec,376,1/1/02
2003,Mato Grosso,dec,153,1/1/03
2004,Mato Grosso,dec,110,1/1/04
2005,Mato Grosso,dec,46,1/1/05
2006,Mato Grosso,dec,18,1/1/06
2007,Mato Grosso,dec,15,1/1/07
2008,Mato Grosso,dec,208,1/1/08
2009,Mato Grosso,dec,87,1/1/09
2010,Mato Grosso,dec,276,1/1/10
2011,Mato Grosso,dec,577,1/1/11
2012,Mato Grosso,dec,194,1/1/12
2013,Mato Grosso,dec,195,1/1/13
2014,Mato Grosso,dec,84,1/1/14
2015,Mato Grosso,dec,394,1/1/15
2016,Mato Grosso,dec,123,1/1/16
1998,Minas Gerais,jan,0,1/1/98
1999,Minas Gerais,jan,36,1/1/99
2000,Minas Gerais,jan,24,1/1/00
2001,Minas Gerais,jan,18,1/1/01
2002,Minas Gerais,jan,29,1/1/02
2003,Minas Gerais,jan,37,1/1/03
2004,Minas Gerais,jan,22,1/1/04
2005,Minas Gerais,jan,28,1/1/05
2006,Minas Gerais,jan,109,1/1/06
2007,Minas Gerais,jan,91,1/1/07
2008,Minas Gerais,jan,85,1/1/08
2009,Minas Gerais,jan,74,1/1/09
2010,Minas Gerais,jan,118,1/1/10
2011,Minas Gerais,jan,61,1/1/11
2012,Minas Gerais,jan,75,1/1/12
2013,Minas Gerais,jan,75,1/1/13
2014,Minas Gerais,jan,133,1/1/14
2015,Minas Gerais,jan,147,1/1/15
2016,Minas Gerais,jan,61,1/1/16
2017,Minas Gerais,jan,106,1/1/17
1998,Minas Gerais,feb,0,1/1/98
1999,Minas Gerais,feb,112,1/1/99
2000,Minas Gerais,feb,20,1/1/00
2001,Minas Gerais,feb,39,1/1/01
2002,Minas Gerais,feb,62,1/1/02
2003,Minas Gerais,feb,126,1/1/03
2004,Minas Gerais,feb,29,1/1/04
2005,Minas Gerais,feb,79,1/1/05
2006,Minas Gerais,feb,96,1/1/06
2007,Minas Gerais,feb,71,1/1/07
2008,Minas Gerais,feb,59,1/1/08
2009,Minas Gerais,feb,74,1/1/09
2010,Minas Gerais,feb,155,1/1/10
2011,Minas Gerais,feb,111,1/1/11
2012,Minas Gerais,feb,123,1/1/12
2013,Minas Gerais,feb,143,1/1/13
2014,Minas Gerais,feb,157,1/1/14
2015,Minas Gerais,feb,84,1/1/15
2016,Minas Gerais,feb,207,1/1/16
2017,Minas Gerais,feb,61,1/1/17
1998,Minas Gerais,mar,0,1/1/98
1999,Minas Gerais,mar,13,1/1/99
2000,Minas Gerais,mar,24,1/1/00
2001,Minas Gerais,mar,13,1/1/01
2002,Minas Gerais,mar,62,1/1/02
2003,Minas Gerais,mar,81,1/1/03
2004,Minas Gerais,mar,81,1/1/04
2005,Minas Gerais,mar,107,1/1/05
2006,Minas Gerais,mar,69,1/1/06
2007,Minas Gerais,mar,155,1/1/07
2008,Minas Gerais,mar,61,1/1/08
2009,Minas Gerais,mar,106,1/1/09
2010,Minas Gerais,mar,109,1/1/10
2011,Minas Gerais,mar,67,1/1/11
2012,Minas Gerais,mar,152,1/1/12
2013,Minas Gerais,mar,110,1/1/13
2014,Minas Gerais,mar,77,1/1/14
2015,Minas Gerais,mar,80,1/1/15
2016,Minas Gerais,mar,123,1/1/16
2017,Minas Gerais,mar,105,1/1/17
1998,Minas Gerais,apr,0,1/1/98
1999,Minas Gerais,apr,27,1/1/99
2000,Minas Gerais,apr,49,1/1/00
2001,Minas Gerais,apr,60,1/1/01
2002,Minas Gerais,apr,99,1/1/02
2003,Minas Gerais,apr,215,1/1/03
2004,Minas Gerais,apr,48,1/1/04
2005,Minas Gerais,apr,89,1/1/05
2006,Minas Gerais,apr,50,1/1/06
2007,Minas Gerais,apr,35,1/1/07
2008,Minas Gerais,apr,113,1/1/08
2009,Minas Gerais,apr,26,1/1/09
2010,Minas Gerais,apr,112,1/1/10
2011,Minas Gerais,apr,66,1/1/11
2012,Minas Gerais,apr,180,1/1/12
2013,Minas Gerais,apr,61,1/1/13
2014,Minas Gerais,apr,161,1/1/14
2015,Minas Gerais,apr,109,1/1/15
2016,Minas Gerais,apr,172,1/1/16
2017,Minas Gerais,apr,69,1/1/17
1998,Minas Gerais,may,0,1/1/98
1999,Minas Gerais,may,51,1/1/99
2000,Minas Gerais,may,67,1/1/00
2001,Minas Gerais,may,83,1/1/01
2002,Minas Gerais,may,98,1/1/02
2003,Minas Gerais,may,75,1/1/03
2004,Minas Gerais,may,79,1/1/04
2005,Minas Gerais,may,134,1/1/05
2006,Minas Gerais,may,62,1/1/06
2007,Minas Gerais,may,124,1/1/07
2008,Minas Gerais,may,50,1/1/08
2009,Minas Gerais,may,128,1/1/09
2010,Minas Gerais,may,179,1/1/10
2011,Minas Gerais,may,151,1/1/11
